Title,Date,Type,Country,Report No,PDF Link
Concept Project Information Document (PID) - Chad Energy Access Scale Up Project - P174495,2021-02-25T05:00:00Z,Project Information Document,Chad,PIDC30591,http://documents.worldbank.org/curated/en/167411614279142517/pdf/Concept-Project-Information-Document-PID-Chad-Energy-Access-Scale-Up-Project-P174495.pdf
"Gambia, The - AFRICA WEST- P163568- Gambia Electricity Restoration and Modernization Project - Procurement Plan",2021-03-05T05:00:00Z,Procurement Plan,"Gambia, The",STEP46036,http://documents.worldbank.org/curated/en/445441614954558562/pdf/Gambia-The-AFRICA-WEST-P163568-Gambia-Electricity-Restoration-and-Modernization-Project-Procurement-Plan.pdf
"Gambia, The - AFRICA WEST- P163568- Gambia Electricity Restoration and Modernization Project - Procurement Plan",2021-06-24T04:00:00Z,Procurement Plan,"Gambia, The",STEP51041,http://documents.worldbank.org/curated/en/150141624543434603/pdf/Gambia-The-AFRICA-WEST-P163568-Gambia-Electricity-Restoration-and-Modernization-Project-Procurement-Plan.pdf
Concept Project Information Document (PID) - Mali Electricity System Reinforcement and Access Expansion Project - P176633,2021-07-30T04:00:00Z,Project Information Document,Mali,PIDC32028,http://documents.worldbank.org/curated/en/397151627676502492/pdf/Concept-Project-Information-Document-PID-Mali-Electricity-System-Reinforcement-and-Access-Expansion-Project-P176633.pdf
"Gambia, The - AFRICA WEST- P163568- Gambia Electricity Restoration and Modernization Project - Procurement Plan",2021-02-23T05:00:00Z,Procurement Plan,"Gambia, The",STEP45470,http://documents.worldbank.org/curated/en/235321614082617728/pdf/Gambia-The-AFRICA-WEST-P163568-Gambia-Electricity-Restoration-and-Modernization-Project-Procurement-Plan.pdf
"Gambia, The - AFRICA WEST- P163568- Gambia Electricity Restoration and Modernization Project - Procurement Plan",2021-02-12T05:00:00Z,Procurement Plan,"Gambia, The",STEP44956,http://documents.worldbank.org/curated/en/865831613122110111/pdf/Gambia-The-AFRICA-WEST-P163568-Gambia-Electricity-Restoration-and-Modernization-Project-Procurement-Plan.pdf
Maldives - SOUTH ASIA- P172788- Accelerating Renewable Energy Integration and Sustainable Energy - Procurement Plan,2021-08-26T04:00:00Z,Procurement Plan,Maldives,STEP53442,http://documents.worldbank.org/curated/en/820191629985309174/pdf/Maldives-SOUTH-ASIA-P172788-Accelerating-Renewable-Energy-Integration-and-Sustainable-Energy-Procurement-Plan.pdf
Maldives - SOUTH ASIA- P172788- Accelerating Renewable Energy Integration and Sustainable Energy - Procurement Plan,2021-08-02T04:00:00Z,Procurement Plan,Maldives,STEP52446,http://documents.worldbank.org/curated/en/598891627882884220/pdf/Maldives-SOUTH-ASIA-P172788-Accelerating-Renewable-Energy-Integration-and-Sustainable-Energy-Procurement-Plan.pdf
Disclosable Restructuring Paper - CAR Emergency Electricity Supply and Access Project - P164885,2021-11-05T04:00:00Z,Project Paper,Central Africa,RES46212,http://documents.worldbank.org/curated/en/327021636134094697/pdf/Disclosable-Restructuring-Paper-CAR-Emergency-Electricity-Supply-and-Access-Project-P164885.pdf
Malawi - AFRICA EAST- P163582- Lower Shire Valley Landscape Project - Procurement Plan,2021-04-14T04:00:00Z,Procurement Plan,Malawi,STEP47769,http://documents.worldbank.org/curated/en/886121618390262189/pdf/Malawi-AFRICA-EAST-P163582-Lower-Shire-Valley-Landscape-Project-Procurement-Plan.pdf
Maldives - SOUTH ASIA- P172788- Accelerating Renewable Energy Integration and Sustainable Energy - Procurement Plan,2021-01-11T05:00:00Z,Procurement Plan,Maldives,STEP43416,http://documents.worldbank.org/curated/en/761971610374196179/pdf/Maldives-SOUTH-ASIA-P172788-Accelerating-Renewable-Energy-Integration-and-Sustainable-Energy-Procurement-Plan.pdf
Uganda - AFRICA EAST- P163782- Integrated Water Management and Development Project - Procurement Plan,2021-09-30T04:00:00Z,Procurement Plan,Uganda,STEP55038,http://documents.worldbank.org/curated/en/450611633017114998/pdf/Uganda-AFRICA-EAST-P163782-Integrated-Water-Management-and-Development-Project-Procurement-Plan.pdf
Uganda - AFRICA EAST- P163782- Integrated Water Management and Development Project - Procurement Plan,2021-08-18T04:00:00Z,Procurement Plan,Uganda,STEP53131,http://documents.worldbank.org/curated/en/293381629296060789/pdf/Uganda-AFRICA-EAST-P163782-Integrated-Water-Management-and-Development-Project-Procurement-Plan.pdf
"Gambia, The - AFRICA WEST- P163568- Gambia Electricity Restoration and Modernization Project - Procurement Plan",2021-09-28T04:00:00Z,Procurement Plan,"Gambia, The",STEP54875,http://documents.worldbank.org/curated/en/878051632833870528/pdf/Gambia-The-AFRICA-WEST-P163568-Gambia-Electricity-Restoration-and-Modernization-Project-Procurement-Plan.pdf
Maldives - SOUTH ASIA- P172788- Accelerating Renewable Energy Integration and Sustainable Energy - Procurement Plan,2021-02-06T05:00:00Z,Procurement Plan,Maldives,STEP44651,http://documents.worldbank.org/curated/en/254201612583539155/pdf/Maldives-SOUTH-ASIA-P172788-Accelerating-Renewable-Energy-Integration-and-Sustainable-Energy-Procurement-Plan.pdf
Official Documents- Disbursement and Financial Information Letter for Grant D786-ML and Credit 6852-ML,2021-04-20T04:00:00Z,Disbursement Letter,Mali,,http://documents.worldbank.org/curated/en/153881619622639394/pdf/Official-Documents-Disbursement-and-Financial-Information-Letter-for-Grant-D786-ML-and-Credit-6852-ML.pdf
"Women in Agriculture : Using Digital Financial Services - Lessons Learned from Technical Assistance Support to DigiFarm, Fenix, and myAgro",2021-04-05T04:00:00Z,Report,World,157940,http://documents.worldbank.org/curated/en/222361617683660582/pdf/Women-in-Agriculture-Using-Digital-Financial-Services-Lessons-Learned-from-Technical-Assistance-Support-to-DigiFarm-Fenix-and-myAgro.pdf
"Gambia, The - AFRICA WEST- P163568- Gambia Electricity Restoration and Modernization Project - Procurement Plan",2021-03-10T05:00:00Z,Procurement Plan,"Gambia, The",STEP46207,http://documents.worldbank.org/curated/en/820261615369644163/pdf/Gambia-The-AFRICA-WEST-P163568-Gambia-Electricity-Restoration-and-Modernization-Project-Procurement-Plan.pdf
Maldives - SOUTH ASIA- P172788- Accelerating Renewable Energy Integration and Sustainable Energy - Procurement Plan,2021-09-29T04:00:00Z,Procurement Plan,Maldives,STEP54938,http://documents.worldbank.org/curated/en/387751632885418895/pdf/Maldives-SOUTH-ASIA-P172788-Accelerating-Renewable-Energy-Integration-and-Sustainable-Energy-Procurement-Plan.pdf
Malawi - AFRICA EAST- P163582- Lower Shire Valley Landscape Project - Procurement Plan,2021-09-24T04:00:00Z,Procurement Plan,Malawi,STEP54800,http://documents.worldbank.org/curated/en/189621632511443942/pdf/Malawi-AFRICA-EAST-P163582-Lower-Shire-Valley-Landscape-Project-Procurement-Plan.pdf
Maldives - SOUTH ASIA- P172788- Accelerating Renewable Energy Integration and Sustainable Energy - Procurement Plan,2021-09-19T04:00:00Z,Procurement Plan,Maldives,STEP54451,http://documents.worldbank.org/curated/en/721341632043837947/pdf/Maldives-SOUTH-ASIA-P172788-Accelerating-Renewable-Energy-Integration-and-Sustainable-Energy-Procurement-Plan.pdf
Maldives - SOUTH ASIA- P172788- Accelerating Renewable Energy Integration and Sustainable Energy - Procurement Plan,2021-08-27T04:00:00Z,Procurement Plan,Maldives,STEP53499,http://documents.worldbank.org/curated/en/877651630064071467/pdf/Maldives-SOUTH-ASIA-P172788-Accelerating-Renewable-Energy-Integration-and-Sustainable-Energy-Procurement-Plan.pdf
"Gambia, The - AFRICA WEST- P163568- Gambia Electricity Restoration and Modernization Project - Procurement Plan",2021-09-07T04:00:00Z,Procurement Plan,"Gambia, The",STEP53938,http://documents.worldbank.org/curated/en/315961631029351577/pdf/Gambia-The-AFRICA-WEST-P163568-Gambia-Electricity-Restoration-and-Modernization-Project-Procurement-Plan.pdf
Tanzania - AFRICA EAST- P169561- Zanzibar Energy Sector Transformation and Access Project - Procurement Plan,2021-11-19T05:00:00Z,Procurement Plan,Tanzania,STEP57162,http://documents.worldbank.org/curated/en/820221637313470738/pdf/Tanzania-AFRICA-EAST-P169561-Zanzibar-Energy-Sector-Transformation-and-Access-Project-Procurement-Plan.pdf
Uganda - AFRICA EAST- P163782- Integrated Water Management and Development Project - Procurement Plan,2021-08-17T04:00:00Z,Procurement Plan,Uganda,STEP53062,http://documents.worldbank.org/curated/en/164751629206967023/pdf/Uganda-AFRICA-EAST-P163782-Integrated-Water-Management-and-Development-Project-Procurement-Plan.pdf
"Gambia, The - AFRICA WEST- P163568- Gambia Electricity Restoration and Modernization Project - Procurement Plan",2021-09-20T04:00:00Z,Procurement Plan,"Gambia, The",STEP54483,http://documents.worldbank.org/curated/en/679351632134493306/pdf/Gambia-The-AFRICA-WEST-P163568-Gambia-Electricity-Restoration-and-Modernization-Project-Procurement-Plan.pdf
Uganda - AFRICA EAST- P163782- Integrated Water Management and Development Project - Procurement Plan,2021-08-18T04:00:00Z,Procurement Plan,Uganda,STEP53137,http://documents.worldbank.org/curated/en/559491629303656622/pdf/Uganda-AFRICA-EAST-P163782-Integrated-Water-Management-and-Development-Project-Procurement-Plan.pdf
Maldives - SOUTH ASIA- P172788- Accelerating Renewable Energy Integration and Sustainable Energy - Procurement Plan,2021-03-24T04:00:00Z,Procurement Plan,Maldives,STEP46864,http://documents.worldbank.org/curated/en/292931616574000666/pdf/Maldives-SOUTH-ASIA-P172788-Accelerating-Renewable-Energy-Integration-and-Sustainable-Energy-Procurement-Plan.pdf
Maldives - SOUTH ASIA- P172788- Accelerating Renewable Energy Integration and Sustainable Energy - Procurement Plan,2021-09-07T04:00:00Z,Procurement Plan,Maldives,STEP53909,http://documents.worldbank.org/curated/en/814731630990561100/pdf/Maldives-SOUTH-ASIA-P172788-Accelerating-Renewable-Energy-Integration-and-Sustainable-Energy-Procurement-Plan.pdf
Ensuring Environmental Integrity under Article 6 Mechanisms,2021-04-23T04:00:00Z,Working Paper,World,157945,http://documents.worldbank.org/curated/en/165801617686710981/pdf/Ensuring-Environmental-Integrity-under-Article-6-Mechanisms.pdf
Central African Republic - AFRICA WEST- P164885- CAR Emergency Electricity Supply and Access Project - Procurement Plan,2021-02-02T05:00:00Z,Procurement Plan,Central Africa,STEP44492,http://documents.worldbank.org/curated/en/225041612301207662/pdf/Central-African-Republic-AFRICA-WEST-P164885-CAR-Emergency-Electricity-Supply-and-Access-Project-Procurement-Plan.pdf
Central African Republic - AFRICA WEST- P164885- CAR Emergency Electricity Supply and Access Project - Procurement Plan,2021-10-12T04:00:00Z,Procurement Plan,Central Africa,STEP55575,http://documents.worldbank.org/curated/en/985531634071335055/pdf/Central-African-Republic-AFRICA-WEST-P164885-CAR-Emergency-Electricity-Supply-and-Access-Project-Procurement-Plan.pdf
Uganda - AFRICA EAST- P163782- Integrated Water Management and Development Project - Procurement Plan,2021-03-08T05:00:00Z,Procurement Plan,Uganda,STEP46126,http://documents.worldbank.org/curated/en/502481615225906163/pdf/Uganda-AFRICA-EAST-P163782-Integrated-Water-Management-and-Development-Project-Procurement-Plan.pdf
Central African Republic - AFRICA WEST- P164885- CAR Emergency Electricity Supply and Access Project - Procurement Plan,2021-10-20T04:00:00Z,Procurement Plan,Central Africa,STEP55899,http://documents.worldbank.org/curated/en/485891634738940505/pdf/Central-African-Republic-AFRICA-WEST-P164885-CAR-Emergency-Electricity-Supply-and-Access-Project-Procurement-Plan.pdf
Central African Republic - AFRICA WEST- P164885- CAR Emergency Electricity Supply and Access Project - Procurement Plan,2021-02-18T05:00:00Z,Procurement Plan,Central Africa,STEP45264,http://documents.worldbank.org/curated/en/613541613662712845/pdf/Central-African-Republic-AFRICA-WEST-P164885-CAR-Emergency-Electricity-Supply-and-Access-Project-Procurement-Plan.pdf
Official Documents- Financing Agreement for Credit 6852-ML and Grant D786-ML,2021-03-20T04:00:00Z,Financing Agreement,Mali,,http://documents.worldbank.org/curated/en/540471619622064351/pdf/Official-Documents-Financing-Agreement-for-Credit-6852-ML-and-Grant-D786-ML.pdf
Uganda - AFRICA EAST- P163782- Integrated Water Management and Development Project - Procurement Plan,2021-04-09T04:00:00Z,Procurement Plan,Uganda,STEP47585,http://documents.worldbank.org/curated/en/854861617978624853/pdf/Uganda-AFRICA-EAST-P163782-Integrated-Water-Management-and-Development-Project-Procurement-Plan.pdf
Uganda - AFRICA EAST- P163782- Integrated Water Management and Development Project - Procurement Plan,2021-05-11T04:00:00Z,Procurement Plan,Uganda,STEP49011,http://documents.worldbank.org/curated/en/892381620749133550/pdf/Uganda-AFRICA-EAST-P163782-Integrated-Water-Management-and-Development-Project-Procurement-Plan.pdf
Uzbekistan - EUROPE AND CENTRAL ASIA- P149610- Ferghana Valley Water Resources Management - Phase II - Procurement Plan,2021-08-07T04:00:00Z,Procurement Plan,Uzbekistan,STEP52718,http://documents.worldbank.org/curated/en/367071628309626476/pdf/Uzbekistan-EUROPE-AND-CENTRAL-ASIA-P149610-Ferghana-Valley-Water-Resources-Management-Phase-II-Procurement-Plan.pdf
Uzbekistan - EUROPE AND CENTRAL ASIA- P149610- Ferghana Valley Water Resources Management - Phase II - Procurement Plan,2021-10-07T04:00:00Z,Procurement Plan,Uzbekistan,STEP55379,http://documents.worldbank.org/curated/en/236731633615980484/pdf/Uzbekistan-EUROPE-AND-CENTRAL-ASIA-P149610-Ferghana-Valley-Water-Resources-Management-Phase-II-Procurement-Plan.pdf
Central African Republic - AFRICA WEST- P164885- CAR Emergency Electricity Supply and Access Project - Procurement Plan,2021-05-13T04:00:00Z,Procurement Plan,Central Africa,STEP49113,http://documents.worldbank.org/curated/en/298991620918064240/pdf/Central-African-Republic-AFRICA-WEST-P164885-CAR-Emergency-Electricity-Supply-and-Access-Project-Procurement-Plan.pdf
Central African Republic - AFRICA WEST- P164885- CAR Emergency Electricity Supply and Access Project - Procurement Plan,2021-08-11T04:00:00Z,Procurement Plan,Central Africa,STEP52894,http://documents.worldbank.org/curated/en/161541628717881866/pdf/Central-African-Republic-AFRICA-WEST-P164885-CAR-Emergency-Electricity-Supply-and-Access-Project-Procurement-Plan.pdf
Tajikistan - Rural Electrification Project : Additional Financing,2021-03-12T05:00:00Z,Project Paper,Tajikistan,PAD4279,http://documents.worldbank.org/curated/en/896111617674434740/pdf/Tajikistan-Rural-Electrification-Project-Additional-Financing.pdf
Nigeria - AFRICA WEST- P157891- Multi-Sectoral Crisis Recovery Project for North Eastern Nigeria - Procurement Plan,2021-07-14T04:00:00Z,Procurement Plan,Nigeria,STEP51738,http://documents.worldbank.org/curated/en/277031626278177232/pdf/Nigeria-AFRICA-WEST-P157891-Multi-Sectoral-Crisis-Recovery-Project-for-North-Eastern-Nigeria-Procurement-Plan.pdf
"Minutes of a Virtual Meeting of the Executive Directors of the Bank and IDA on April 1, 2021, and Record of Approvals March 29 thru April 1",2021-04-01T04:00:00Z,Minutes,"Papua New Guinea,Iraq,Djibouti,India,West Bank and Gaza,Ecuador,Ghana,Western and Central Africa,Congo, Democratic Republic of,Tunisia,Argentina,China,Ethiopia",158286,http://documents.worldbank.org/curated/en/430261619316069988/pdf/Minutes-of-a-Virtual-Meeting-of-the-Executive-Directors-of-the-Bank-and-IDA-on-April-1-2021-and-Record-of-Approvals-March-29-thru-April-1.pdf
India - SOUTH ASIA- P155617- Assam Agribusiness and Rural Transformation Project - Procurement Plan,2021-08-05T04:00:00Z,Procurement Plan,India,STEP52664,http://documents.worldbank.org/curated/en/330001628172347987/pdf/India-SOUTH-ASIA-P155617-Assam-Agribusiness-and-Rural-Transformation-Project-Procurement-Plan.pdf
Uganda - AFRICA EAST- P163782- Integrated Water Management and Development Project - Procurement Plan,2021-01-29T05:00:00Z,Procurement Plan,Uganda,STEP44313,http://documents.worldbank.org/curated/en/886671611954443080/pdf/Uganda-AFRICA-EAST-P163782-Integrated-Water-Management-and-Development-Project-Procurement-Plan.pdf
Uzbekistan - EUROPE AND CENTRAL ASIA- P149610- Ferghana Valley Water Resources Management - Phase II - Procurement Plan,2021-09-28T04:00:00Z,Procurement Plan,Uzbekistan,STEP54891,http://documents.worldbank.org/curated/en/222081632841727322/pdf/Uzbekistan-EUROPE-AND-CENTRAL-ASIA-P149610-Ferghana-Valley-Water-Resources-Management-Phase-II-Procurement-Plan.pdf
India - SOUTH ASIA- P150158- Eastern Dedicated Freight Corridor-3 - Procurement Plan,2021-01-12T05:00:00Z,Procurement Plan,India,STEP43454,http://documents.worldbank.org/curated/en/502151610442530066/pdf/India-SOUTH-ASIA-P150158-Eastern-Dedicated-Freight-Corridor-3-Procurement-Plan.pdf
India - SOUTH ASIA- P150158- Eastern Dedicated Freight Corridor-3 - Procurement Plan,2021-08-04T04:00:00Z,Procurement Plan,India,STEP52597,http://documents.worldbank.org/curated/en/695751628078446670/pdf/India-SOUTH-ASIA-P150158-Eastern-Dedicated-Freight-Corridor-3-Procurement-Plan.pdf
India - SOUTH ASIA- P155617- Assam Agribusiness and Rural Transformation Project - Procurement Plan,2021-07-08T04:00:00Z,Procurement Plan,India,STEP51458,http://documents.worldbank.org/curated/en/200211625759634059/pdf/India-SOUTH-ASIA-P155617-Assam-Agribusiness-and-Rural-Transformation-Project-Procurement-Plan.pdf
India - SOUTH ASIA- P155617- Assam Agribusiness and Rural Transformation Project - Procurement Plan,2021-09-15T04:00:00Z,Procurement Plan,India,STEP54297,http://documents.worldbank.org/curated/en/503771631706917090/pdf/India-SOUTH-ASIA-P155617-Assam-Agribusiness-and-Rural-Transformation-Project-Procurement-Plan.pdf
